review_id,date,category,rating,sentiment,review_text
1354,2025-02-21,Customer Support,4,Positive,Absolutely loved it! resolved my issue in seconds. Good job team.
1287,2025-03-26,Food Quality,4,Positive,Super fast service. fresh ingredients used. Loyal customer here.
1078,2025-05-27,Payment & App,2,Negative,Pathetic app. money deducted but order failed. Beware guys.
1370,2025-06-03,Customer Support,4,Positive,Highly recommended. resolved my issue in seconds. Made my dinner special.
1512,2025-06-14,Delivery Service,2,Negative,Do not download this app. rider was rude and yelled. I want a full refund.
1513,2025-01-28,Customer Support,5,Positive,Smooth interface. refund processed instantly. Loyal customer here.
1218,2025-11-27,Payment & App,1,Negative,Do not download this app. hidden charges added. Totally unprofessional.
1443,2025-08-29,Customer Support,5,Positive,Smooth interface. resolved my issue in seconds. Keep it up!
1066,2025-11-23,Payment & App,4,Positive,Highly recommended. payment was instant. Will order again.
1414,2025-01-03,Payment & App,2,Negative,Unacceptable experience. hidden charges added. Totally unprofessional.
1528,2025-05-02,Food Quality,1,Negative,I am extremely disappointed. found a hair in the food. Giving 0 stars.
1493,2025-10-28,Customer Support,4,Positive,Great experience. very helpful agent. Loyal customer here.
1019,2025-07-25,Payment & App,2,Negative,Unacceptable experience. login OTP never received. Deleting the app now.
1468,2025-09-29,Customer Support,1,Negative,Frustrated with the service. no one picks up the call. Never ordering again.
1356,2025-07-07,Customer Support,1,Negative,Worst service ever. no one picks up the call. Giving 0 stars.
1592,2025-09-21,Delivery Service,2,Negative,Total waste of money. delivery was 2 hours late. Never ordering again.
1062,2025-08-23,Payment & App,4,Positive,Absolutely loved it! payment was instant. Loyal customer here.
1012,2025-04-24,Payment & App,1,Negative,Do not download this app. money deducted but order failed. I want a full refund.
1256,2025-06-29,Payment & App,4,Positive,Super fast service. got a great discount coupon. Good job team.
1227,2025-06-09,Customer Support,1,Negative,Worst service ever. refused refund for missing item. Beware guys.
1208,2025-08-06,Customer Support,5,Positive,Absolutely loved it! resolved my issue in seconds. Made my dinner special.
1205,2025-12-05,Food Quality,4,Positive,Five stars! taste was authentic. Made my dinner special.
1032,2025-12-29,Payment & App,4,Positive,Super fast service. dark mode looks great. Will order again.
1420,2025-06-15,Payment & App,5,Positive,Smooth interface. UI is buttery smooth. Keep it up!
1150,2025-02-09,Food Quality,1,Negative,Frustrated with the service. found a hair in the food. Never ordering again.
1365,2025-12-28,Payment & App,1,Negative,Frustrated with the service. app crashes on checkout. Beware guys.
1225,2025-04-29,Payment & App,2,Negative,Pathetic app. money deducted but order failed. Never ordering again.
1049,2025-07-19,Customer Support,4,Positive,Absolutely loved it! refund processed instantly. Will order again.
1317,2025-06-08,Customer Support,1,Negative,Do not download this app. agent was unhelpful. Beware guys.
1329,2025-06-08,Food Quality,2,Negative,Total waste of money. food was cold and stale. Totally unprofessional.
1551,2025-10-11,Delivery Service,2,Negative,Worst service ever. rider was rude and yelled. Totally unprofessional.
1015,2025-05-19,Food Quality,1,Negative,I regret ordering from here. food was cold and stale. Giving 0 stars.
1207,2025-02-11,Customer Support,2,Negative,Worst service ever. refused refund for missing item. Beware guys.
1483,2025-01-11,Food Quality,2,Negative,Frustrated with the service. portion size is too small. I want a full refund.
1579,2025-07-10,Customer Support,4,Positive,Highly recommended. resolved my issue in seconds. Good job team.
1462,2025-05-12,Payment & App,4,Positive,Highly recommended. payment was instant. Keep it up!
1322,2025-10-27,Food Quality,2,Negative,Total waste of money. portion size is too small. Beware guys.
1020,2025-11-09,Delivery Service,4,Positive,Five stars! contactless delivery followed. Good job team.
1123,2025-04-30,Delivery Service,1,Negative,Do not download this app. order spilled in the bag. Never ordering again.
1502,2025-08-16,Delivery Service,5,Positive,Five stars! rider was polite. Will order again.
1232,2025-05-23,Delivery Service,2,Negative,Do not download this app. order spilled in the bag. Giving 0 stars.
1460,2025-10-01,Customer Support,2,Negative,I regret ordering from here. agent was unhelpful. Deleting the app now.
1177,2025-10-01,Delivery Service,5,Positive,Great experience. delivery within 20 mins. Good job team.
1522,2025-02-06,Food Quality,2,Negative,Pathetic app. food was cold and stale. Totally unprofessional.
1428,2025-01-29,Delivery Service,2,Negative,I am extremely disappointed. order spilled in the bag. Beware guys.
1326,2025-10-15,Food Quality,1,Negative,Frustrated with the service. tasted weird and chemical-like. Beware guys.
1096,2025-01-20,Customer Support,4,Positive,Five stars! support team is very polite. Good job team.
1547,2025-03-31,Customer Support,1,Negative,Pathetic app. agent was unhelpful. Deleting the app now.
1228,2025-12-14,Food Quality,5,Positive,Super fast service. food was piping hot. Will order again.
1367,2025-05-24,Customer Support,4,Positive,Absolutely loved it! very helpful agent. Keep it up!
1226,2025-06-15,Payment & App,1,Negative,I regret ordering from here. login OTP never received. Totally unprofessional.
1140,2025-08-21,Food Quality,4,Positive,Super fast service. best biryani ever. Keep it up!
1478,2025-03-05,Delivery Service,2,Negative,Do not download this app. rider was rude and yelled. Beware guys.
1499,2025-04-29,Delivery Service,4,Positive,Five stars! contactless delivery followed. Loyal customer here.
1013,2025-05-01,Payment & App,4,Positive,Five stars! dark mode looks great. Good job team.
1156,2025-03-21,Payment & App,5,Positive,Great experience. got a great discount coupon. Good job team.
1250,2025-12-31,Food Quality,2,Negative,Pathetic app. found a hair in the food. Deleting the app now.
1286,2025-08-11,Delivery Service,1,Negative,Do not download this app. delivery was 2 hours late. Giving 0 stars.
1492,2025-04-16,Delivery Service,1,Negative,Pathetic app. tracker showed wrong location. Totally unprofessional.
1454,2025-04-12,Customer Support,1,Negative,Do not download this app. no one picks up the call. Giving 0 stars.
1070,2025-10-29,Food Quality,1,Negative,Frustrated with the service. portion size is too small. I want a full refund.
1137,2025-09-03,Food Quality,2,Negative,Pathetic app. food was cold and stale. Beware guys.
1491,2025-09-19,Customer Support,2,Negative,Pathetic app. refused refund for missing item. Beware guys.
1408,2025-06-30,Payment & App,5,Positive,Smooth interface. dark mode looks great. Will order again.
1412,2025-08-12,Food Quality,4,Positive,My go-to app. fresh ingredients used. Made my dinner special.
1559,2025-11-08,Customer Support,2,Negative,Do not download this app. refused refund for missing item. Giving 0 stars.
1321,2025-06-25,Payment & App,2,Negative,Do not download this app. app crashes on checkout. Never ordering again.
1108,2025-11-14,Customer Support,4,Positive,Super fast service. very helpful agent. Loyal customer here.
1457,2025-02-01,Delivery Service,2,Negative,Pathetic app. order spilled in the bag. Totally unprofessional.
1004,2025-09-23,Delivery Service,2,Negative,Do not download this app. rider was rude and yelled. Deleting the app now.
1144,2025-10-04,Food Quality,5,Positive,Smooth interface. food was piping hot. Keep it up!
1479,2025-12-17,Payment & App,1,Negative,Do not download this app. hidden charges added. Never ordering again.
1293,2025-09-25,Payment & App,5,Positive,Super fast service. got a great discount coupon. Good job team.
1407,2025-03-11,Food Quality,4,Positive,My go-to app. food was piping hot. Loyal customer here.
1264,2025-12-25,Food Quality,1,Negative,Unacceptable experience. portion size is too small. Beware guys.
1595,2025-05-14,Food Quality,2,Negative,Unacceptable experience. tasted weird and chemical-like. Never ordering again.
1131,2025-07-13,Food Quality,2,Negative,Unacceptable experience. food was cold and stale. Giving 0 stars.
1422,2025-05-22,Customer Support,1,Negative,I am extremely disappointed. no one picks up the call. Never ordering again.
1490,2025-09-09,Food Quality,1,Negative,Unacceptable experience. found a hair in the food. Giving 0 stars.
1217,2025-03-11,Food Quality,1,Negative,I regret ordering from here. tasted weird and chemical-like. Totally unprofessional.
1386,2025-08-10,Customer Support,1,Negative,Unacceptable experience. chat support is a bot loop. Deleting the app now.
1212,2025-06-28,Delivery Service,2,Negative,Worst service ever. order spilled in the bag. Beware guys.
1378,2025-10-16,Delivery Service,1,Negative,Worst service ever. rider was rude and yelled. I want a full refund.
1041,2025-10-22,Payment & App,2,Negative,Total waste of money. hidden charges added. I want a full refund.
1169,2025-08-23,Delivery Service,2,Negative,Frustrated with the service. rider was rude and yelled. Beware guys.
1305,2025-08-17,Payment & App,4,Positive,Super fast service. got a great discount coupon. Made my dinner special.
1519,2025-12-08,Delivery Service,5,Positive,Super fast service. rider was polite. Good job team.
1474,2025-04-27,Payment & App,2,Negative,I regret ordering from here. login OTP never received. I want a full refund.
1471,2025-07-11,Customer Support,5,Positive,Five stars! refund processed instantly. Made my dinner special.
1276,2025-01-01,Delivery Service,1,Negative,Pathetic app. order spilled in the bag. Totally unprofessional.
1544,2025-11-08,Food Quality,1,Negative,Frustrated with the service. tasted weird and chemical-like. Beware guys.
1252,2025-01-18,Delivery Service,4,Positive,Smooth interface. delivery within 20 mins. Made my dinner special.
1593,2025-08-10,Payment & App,1,Negative,Worst service ever. hidden charges added. Deleting the app now.
1101,2025-12-15,Food Quality,4,Positive,Highly recommended. fresh ingredients used. Keep it up!
1291,2025-06-02,Customer Support,4,Positive,Highly recommended. resolved my issue in seconds. Will order again.
1594,2025-08-24,Customer Support,4,Positive,Five stars! refund processed instantly. Good job team.
1294,2025-08-16,Payment & App,4,Positive,Five stars! payment was instant. Good job team.
1438,2025-03-05,Payment & App,2,Negative,Do not download this app. login OTP never received. Never ordering again.
1586,2025-09-08,Delivery Service,1,Negative,Do not download this app. rider was rude and yelled. Deleting the app now.
1316,2025-09-29,Payment & App,1,Negative,Frustrated with the service. login OTP never received. Totally unprofessional.
1219,2025-06-23,Payment & App,2,Negative,Frustrated with the service. hidden charges added. Beware guys.
1567,2025-08-27,Delivery Service,5,Positive,My go-to app. packaging was secure. Good job team.
1371,2025-12-05,Payment & App,4,Positive,Great experience. got a great discount coupon. Good job team.
1272,2025-01-12,Customer Support,1,Negative,Frustrated with the service. chat support is a bot loop. Beware guys.
1564,2025-11-10,Delivery Service,1,Negative,I am extremely disappointed. tracker showed wrong location. Never ordering again.
1545,2025-10-19,Customer Support,1,Negative,Total waste of money. no one picks up the call. Deleting the app now.
1344,2025-07-27,Food Quality,4,Positive,Great experience. best biryani ever. Loyal customer here.
1523,2025-02-23,Delivery Service,4,Positive,Smooth interface. rider was polite. Good job team.
1211,2025-09-30,Customer Support,1,Negative,Worst service ever. refused refund for missing item. Giving 0 stars.
1280,2025-05-29,Payment & App,5,Positive,My go-to app. got a great discount coupon. Will order again.
1335,2025-07-18,Food Quality,1,Negative,Pathetic app. tasted weird and chemical-like. Giving 0 stars.
1571,2025-04-04,Payment & App,1,Negative,Frustrated with the service. money deducted but order failed. Totally unprofessional.
1543,2025-04-17,Customer Support,4,Positive,My go-to app. refund processed instantly. Loyal customer here.
1003,2025-09-13,Food Quality,4,Positive,My go-to app. fresh ingredients used. Keep it up!
1461,2025-12-12,Customer Support,5,Positive,Five stars! refund processed instantly. Good job team.
1524,2025-08-21,Food Quality,5,Positive,Five stars! taste was authentic. Good job team.
1021,2025-04-21,Payment & App,4,Positive,Smooth interface. UI is buttery smooth. Keep it up!
1098,2025-06-04,Delivery Service,1,Negative,I am extremely disappointed. rider was rude and yelled. Giving 0 stars.
1262,2025-02-08,Delivery Service,5,Positive,Super fast service. packaging was secure. Made my dinner special.
1040,2025-04-29,Payment & App,1,Negative,I am extremely disappointed. app crashes on checkout. Totally unprofessional.
1423,2025-03-02,Customer Support,2,Negative,Do not download this app. chat support is a bot loop. Totally unprofessional.
1121,2025-04-08,Food Quality,1,Negative,Pathetic app. food was cold and stale. I want a full refund.
1149,2025-03-22,Food Quality,5,Positive,Five stars! taste was authentic. Good job team.
1120,2025-10-31,Customer Support,4,Positive,Five stars! resolved my issue in seconds. Keep it up!
1476,2025-12-26,Payment & App,1,Negative,Pathetic app. login OTP never received. Never ordering again.
1248,2025-12-19,Delivery Service,1,Negative,Total waste of money. order spilled in the bag. Deleting the app now.
1261,2025-07-16,Customer Support,2,Negative,Total waste of money. refused refund for missing item. I want a full refund.
1242,2025-07-07,Food Quality,2,Negative,Frustrated with the service. tasted weird and chemical-like. Beware guys.
1119,2025-02-10,Food Quality,1,Negative,Pathetic app. portion size is too small. Giving 0 stars.
1043,2025-07-06,Customer Support,2,Negative,Do not download this app. refused refund for missing item. Deleting the app now.
1216,2025-04-28,Delivery Service,2,Negative,Pathetic app. order spilled in the bag. Deleting the app now.
1188,2025-02-11,Customer Support,5,Positive,Great experience. very helpful agent. Made my dinner special.
1303,2025-04-25,Food Quality,5,Positive,Great experience. food was piping hot. Will order again.
1194,2025-02-18,Delivery Service,1,Negative,Unacceptable experience. order spilled in the bag. Giving 0 stars.
1009,2025-05-01,Payment & App,5,Positive,Five stars! payment was instant. Good job team.
1405,2025-04-05,Customer Support,4,Positive,Five stars! support team is very polite. Will order again.
1445,2025-03-02,Payment & App,1,Negative,Unacceptable experience. app crashes on checkout. Totally unprofessional.
1453,2025-03-25,Food Quality,1,Negative,Pathetic app. portion size is too small. Beware guys.
1307,2025-06-15,Food Quality,2,Negative,Do not download this app. food was cold and stale. Deleting the app now.
1147,2025-02-02,Customer Support,4,Positive,Great experience. very helpful agent. Good job team.
1214,2025-12-08,Delivery Service,5,Positive,Five stars! contactless delivery followed. Will order again.
1089,2025-12-10,Delivery Service,2,Negative,Unacceptable experience. rider was rude and yelled. Beware guys.
1532,2025-08-08,Customer Support,1,Negative,Worst service ever. no one picks up the call. Deleting the app now.
1319,2025-10-02,Payment & App,4,Positive,Absolutely loved it! UI is buttery smooth. Keep it up!
1582,2025-04-03,Customer Support,2,Negative,I regret ordering from here. chat support is a bot loop. I want a full refund.
1511,2025-10-05,Delivery Service,5,Positive,Super fast service. delivery within 20 mins. Good job team.
1497,2025-08-26,Payment & App,1,Negative,Total waste of money. app crashes on checkout. Deleting the app now.
1451,2025-05-13,Delivery Service,2,Negative,I am extremely disappointed. rider was rude and yelled. I want a full refund.
1113,2025-03-02,Customer Support,4,Positive,Absolutely loved it! support team is very polite. Keep it up!
1238,2025-07-15,Food Quality,4,Positive,My go-to app. taste was authentic. Good job team.
1039,2025-02-15,Food Quality,1,Negative,I regret ordering from here. tasted weird and chemical-like. Deleting the app now.
1361,2025-01-31,Delivery Service,2,Negative,Worst service ever. order spilled in the bag. Beware guys.
1267,2025-12-01,Delivery Service,2,Negative,Frustrated with the service. order spilled in the bag. Totally unprofessional.
1143,2025-03-29,Delivery Service,5,Positive,Highly recommended. delivery within 20 mins. Made my dinner special.
1126,2025-04-06,Payment & App,1,Negative,Do not download this app. app crashes on checkout. Never ordering again.
1472,2025-08-01,Payment & App,2,Negative,Total waste of money. hidden charges added. Deleting the app now.
1539,2025-04-23,Food Quality,4,Positive,Great experience. fresh ingredients used. Loyal customer here.
1373,2025-07-22,Food Quality,2,Negative,Unacceptable experience. found a hair in the food. Deleting the app now.
1597,2025-04-10,Customer Support,4,Positive,Super fast service. resolved my issue in seconds. Will order again.
1076,2025-10-06,Customer Support,1,Negative,I regret ordering from here. refused refund for missing item. Never ordering again.
1042,2025-10-30,Payment & App,2,Negative,Total waste of money. login OTP never received. Deleting the app now.
1106,2025-08-12,Customer Support,1,Negative,Frustrated with the service. refused refund for missing item. I want a full refund.
1337,2025-07-02,Customer Support,4,Positive,My go-to app. support team is very polite. Made my dinner special.
1404,2025-04-02,Delivery Service,1,Negative,I am extremely disappointed. rider was rude and yelled. Giving 0 stars.
1133,2025-01-20,Delivery Service,1,Negative,Pathetic app. rider was rude and yelled. Beware guys.
1193,2025-09-03,Food Quality,5,Positive,Highly recommended. best biryani ever. Keep it up!
1168,2025-09-18,Payment & App,1,Negative,Do not download this app. money deducted but order failed. Never ordering again.
1355,2025-09-30,Payment & App,2,Negative,Worst service ever. app crashes on checkout. Giving 0 stars.
1186,2025-01-03,Delivery Service,4,Positive,Smooth interface. rider was polite. Will order again.
1516,2025-11-09,Payment & App,1,Negative,Worst service ever. money deducted but order failed. Deleting the app now.
1542,2025-01-15,Customer Support,4,Positive,My go-to app. support team is very polite. Will order again.
1160,2025-07-16,Delivery Service,4,Positive,My go-to app. rider was polite. Will order again.
1061,2025-05-10,Customer Support,1,Negative,Total waste of money. agent was unhelpful. I want a full refund.
1063,2025-04-22,Food Quality,1,Negative,I regret ordering from here. found a hair in the food. Never ordering again.
1494,2025-11-02,Customer Support,4,Positive,Smooth interface. refund processed instantly. Loyal customer here.
1094,2025-12-30,Food Quality,1,Negative,I regret ordering from here. tasted weird and chemical-like. Totally unprofessional.
1323,2025-04-05,Payment & App,2,Negative,Worst service ever. login OTP never received. Totally unprofessional.
1164,2025-12-06,Customer Support,5,Positive,Highly recommended. resolved my issue in seconds. Will order again.
1173,2025-01-04,Payment & App,1,Negative,Worst service ever. hidden charges added. Giving 0 stars.
1182,2025-06-15,Food Quality,1,Negative,Pathetic app. tasted weird and chemical-like. Giving 0 stars.
1498,2025-03-22,Customer Support,4,Positive,Great experience. refund processed instantly. Keep it up!
1446,2025-11-18,Payment & App,4,Positive,Smooth interface. dark mode looks great. Loyal customer here.
1051,2025-10-08,Payment & App,5,Positive,Super fast service. dark mode looks great. Keep it up!
1391,2025-05-20,Food Quality,1,Negative,I regret ordering from here. portion size is too small. Never ordering again.
1155,2025-01-24,Delivery Service,5,Positive,My go-to app. rider was polite. Keep it up!
1357,2025-01-12,Delivery Service,4,Positive,Super fast service. packaging was secure. Good job team.
1052,2025-06-23,Customer Support,5,Positive,Five stars! support team is very polite. Good job team.
1011,2025-01-16,Payment & App,4,Positive,Five stars! UI is buttery smooth. Will order again.
1191,2025-10-26,Payment & App,4,Positive,Five stars! got a great discount coupon. Keep it up!
1448,2025-03-09,Food Quality,1,Negative,I am extremely disappointed. portion size is too small. Giving 0 stars.
1327,2025-07-04,Food Quality,4,Positive,Great experience. food was piping hot. Will order again.
1417,2025-04-23,Customer Support,2,Negative,Frustrated with the service. refused refund for missing item. Beware guys.
1104,2025-03-06,Customer Support,1,Negative,I am extremely disappointed. no one picks up the call. Totally unprofessional.
1531,2025-10-24,Food Quality,4,Positive,Super fast service. taste was authentic. Will order again.
1308,2025-01-07,Payment & App,4,Positive,Super fast service. UI is buttery smooth. Keep it up!
1456,2026-01-01,Payment & App,2,Negative,Total waste of money. login OTP never received. Never ordering again.
1152,2025-10-10,Delivery Service,4,Positive,Super fast service. contactless delivery followed. Will order again.
1174,2025-03-18,Customer Support,1,Negative,Frustrated with the service. no one picks up the call. Deleting the app now.
1203,2025-07-23,Payment & App,4,Positive,My go-to app. dark mode looks great. Keep it up!
1587,2025-10-02,Delivery Service,2,Negative,I regret ordering from here. order spilled in the bag. Never ordering again.
1033,2025-06-25,Customer Support,2,Negative,Pathetic app. chat support is a bot loop. Totally unprofessional.
1486,2025-11-11,Delivery Service,2,Negative,Frustrated with the service. tracker showed wrong location. Deleting the app now.
1274,2025-10-13,Customer Support,5,Positive,Super fast service. very helpful agent. Keep it up!
1581,2025-07-06,Delivery Service,5,Positive,Absolutely loved it! packaging was secure. Will order again.
1189,2025-06-18,Delivery Service,2,Negative,Pathetic app. tracker showed wrong location. Giving 0 stars.
1385,2025-09-14,Delivery Service,2,Negative,Unacceptable experience. delivery was 2 hours late. I want a full refund.
1382,2025-06-06,Payment & App,1,Negative,Unacceptable experience. login OTP never received. I want a full refund.
1475,2025-03-22,Payment & App,1,Negative,Pathetic app. login OTP never received. Beware guys.
1183,2025-02-20,Customer Support,5,Positive,Highly recommended. very helpful agent. Loyal customer here.
1117,2025-10-31,Delivery Service,4,Positive,Highly recommended. packaging was secure. Will order again.
1495,2025-12-20,Food Quality,2,Negative,I regret ordering from here. portion size is too small. Never ordering again.
1384,2025-02-06,Delivery Service,5,Positive,Smooth interface. delivery within 20 mins. Good job team.
1439,2025-01-06,Payment & App,1,Negative,Unacceptable experience. app crashes on checkout. I want a full refund.
1128,2025-02-13,Food Quality,4,Positive,Super fast service. food was piping hot. Will order again.
1569,2025-04-13,Food Quality,4,Positive,Smooth interface. fresh ingredients used. Will order again.
1157,2025-12-04,Customer Support,5,Positive,Absolutely loved it! resolved my issue in seconds. Keep it up!
1562,2025-05-01,Payment & App,4,Positive,Smooth interface. dark mode looks great. Good job team.
1046,2025-02-25,Food Quality,4,Positive,Smooth interface. food was piping hot. Loyal customer here.
1092,2025-09-07,Customer Support,1,Negative,Total waste of money. chat support is a bot loop. Giving 0 stars.
1045,2025-03-25,Delivery Service,4,Positive,Absolutely loved it! delivery within 20 mins. Good job team.
1072,2025-01-16,Delivery Service,2,Negative,Do not download this app. order spilled in the bag. Giving 0 stars.
1394,2025-05-11,Payment & App,5,Positive,Super fast service. dark mode looks great. Good job team.
1125,2025-09-25,Food Quality,4,Positive,Absolutely loved it! best biryani ever. Good job team.
1083,2025-12-01,Customer Support,2,Negative,Pathetic app. refused refund for missing item. Totally unprofessional.
1328,2025-06-04,Delivery Service,4,Positive,Absolutely loved it! packaging was secure. Good job team.
1029,2025-12-07,Delivery Service,2,Negative,Frustrated with the service. delivery was 2 hours late. Never ordering again.
1566,2025-03-11,Payment & App,2,Negative,Pathetic app. hidden charges added. I want a full refund.
1162,2025-02-17,Food Quality,4,Positive,Smooth interface. food was piping hot. Keep it up!
1520,2025-06-20,Food Quality,2,Negative,Do not download this app. portion size is too small. Beware guys.
1496,2025-02-15,Payment & App,2,Negative,Total waste of money. app crashes on checkout. Totally unprofessional.
1358,2025-01-29,Customer Support,1,Negative,Pathetic app. no one picks up the call. Beware guys.
1440,2025-07-17,Payment & App,1,Negative,Total waste of money. app crashes on checkout. Giving 0 stars.
1102,2025-01-19,Delivery Service,2,Negative,Unacceptable experience. rider was rude and yelled. Never ordering again.
1480,2025-03-23,Delivery Service,1,Negative,Frustrated with the service. delivery was 2 hours late. Giving 0 stars.
1209,2025-08-14,Payment & App,2,Negative,Unacceptable experience. app crashes on checkout. Beware guys.
1199,2025-04-09,Customer Support,2,Negative,Worst service ever. refused refund for missing item. Never ordering again.
1247,2025-09-26,Delivery Service,5,Positive,Absolutely loved it! packaging was secure. Loyal customer here.
1546,2025-07-12,Payment & App,4,Positive,Five stars! got a great discount coupon. Will order again.
1393,2025-08-20,Food Quality,1,Negative,Frustrated with the service. tasted weird and chemical-like. I want a full refund.
1299,2025-10-22,Food Quality,1,Negative,Worst service ever. tasted weird and chemical-like. Totally unprofessional.
1230,2025-02-20,Customer Support,2,Negative,Pathetic app. refused refund for missing item. Giving 0 stars.
1251,2025-11-20,Delivery Service,2,Negative,Unacceptable experience. rider was rude and yelled. Totally unprofessional.
1450,2025-01-20,Customer Support,2,Negative,Pathetic app. refused refund for missing item. Never ordering again.
1099,2025-04-26,Payment & App,5,Positive,Highly recommended. UI is buttery smooth. Keep it up!
1187,2025-06-19,Delivery Service,1,Negative,Total waste of money. rider was rude and yelled. Beware guys.
1538,2025-06-15,Food Quality,1,Negative,Worst service ever. found a hair in the food. Deleting the app now.
1200,2025-10-14,Customer Support,4,Positive,Super fast service. very helpful agent. Loyal customer here.
1145,2025-01-15,Delivery Service,2,Negative,Total waste of money. rider was rude and yelled. Never ordering again.
1570,2025-11-17,Food Quality,1,Negative,Unacceptable experience. food was cold and stale. Giving 0 stars.
1064,2025-04-07,Payment & App,2,Negative,Worst service ever. login OTP never received. Giving 0 stars.
1134,2025-01-06,Customer Support,1,Negative,Unacceptable experience. refused refund for missing item. Giving 0 stars.
1507,2025-06-08,Payment & App,2,Negative,I am extremely disappointed. hidden charges added. Never ordering again.
1273,2025-05-23,Food Quality,4,Positive,Great experience. food was piping hot. Good job team.
1146,2025-10-02,Food Quality,2,Negative,Do not download this app. found a hair in the food. Never ordering again.
1500,2025-10-03,Delivery Service,1,Negative,Unacceptable experience. delivery was 2 hours late. Never ordering again.
1557,2025-01-02,Customer Support,5,Positive,Great experience. very helpful agent. Made my dinner special.
1536,2025-05-26,Payment & App,2,Negative,Total waste of money. app crashes on checkout. Deleting the app now.
1521,2025-07-09,Payment & App,1,Negative,I am extremely disappointed. hidden charges added. Never ordering again.
1058,2025-09-18,Food Quality,2,Negative,Pathetic app. portion size is too small. Deleting the app now.
1172,2025-04-27,Customer Support,1,Negative,Unacceptable experience. no one picks up the call. Totally unprofessional.
1466,2025-04-21,Customer Support,4,Positive,My go-to app. resolved my issue in seconds. Keep it up!
1376,2025-06-04,Customer Support,1,Negative,Frustrated with the service. agent was unhelpful. Giving 0 stars.
1091,2025-07-15,Delivery Service,5,Positive,Great experience. contactless delivery followed. Good job team.
1508,2025-10-16,Delivery Service,1,Negative,Frustrated with the service. order spilled in the bag. Deleting the app now.
1400,2025-12-14,Payment & App,1,Negative,Do not download this app. app crashes on checkout. Giving 0 stars.
1298,2025-03-04,Food Quality,5,Positive,Great experience. food was piping hot. Keep it up!
1300,2025-07-05,Payment & App,1,Negative,Unacceptable experience. money deducted but order failed. Beware guys.
1527,2025-07-15,Customer Support,2,Negative,Worst service ever. no one picks up the call. I want a full refund.
1244,2025-08-19,Customer Support,4,Positive,Great experience. very helpful agent. Will order again.
